abstract,sentence,label,,,,
23292036,"The study provides additional insights into the complex B-cell response towards the EBV gp350/220 envelope protein, which may have implications for diagnostic and vaccine developments.",,,,,
30994353,"Oncogenic BRAF mutations contribute to the development of a number of cancers, and small-molecule BRAF inhibitors have been approved by the Food and Drug Administration (FDA) for anticancer therapy.",,,,,
30994353,"In this study, we employed two targeted quantitative proteomics approaches for monitoring separately the alterations in protein expression and ATP binding affinities of kinases in cultured human melanoma cells elicited by two FDA-approved small-molecule BRAF inhibitors, dabrafenib and vemurafenib.",,,,,
30994353,Our results showed that treatment with the two inhibitors led to markedly different reprograming of the human kinome.,,,,,
30994353,"Furthermore, we confirmed that vemurafenib could compromise the ATP binding capacity of MAP2K5 in vitro and inhibit its kinase activity in cells.",,,,,
30994353,"Together, our targeted quantitative proteomic methods revealed profound changes in expression levels of kinase proteins in cultured melanoma cells upon treatment with clinically used BRAF inhibitors and led to the discovery of novel putative target kinases for these inhibitors.",,,,,
24462668,Walls from wheat (Triticum aestivum L.) endosperm are composed primarily of hetero-(arabino)xylans (AXs) (70%) and (1→3)(1→4)-β-D-glucans (20%) with minor amounts of cellulose and heteromannans (2% each).,,,,,
24462668,"To understand the differential solubility properties of the AXs, as well as aspects of their biosynthesis, we are sequencing the xylan backbone and examining the reducing end (RE) sequence(s) of wheat (monocot) AXs.",,,,,
24462668,"A previous study of grass AXs (switchgrass, rice, Brachypodium, Miscanthus and foxtail millet) concluded that grasses lacked the comparable RE glycosyl sequence (4-β-D-Xylp-(1→4)-β-D-Xylp-(1→3)-α-L-Rhap-(1→2)-α-D-GalpA-(1→4)-D-Xylp) found in dicots and gymnosperms but the actual RE sequence was not determined.",,,,,
24462668,Here we report the isolation and structural characterisation of the RE oligosaccharide sequence(s) of wheat endosperm cell wall AXs.,,,,,
24462668,Walls were isolated as an alcohol-insoluble residue (AIR) and sequentially extracted with hot water (W-sol Fr) and 1M KOH containing 1% NaBH4 (KOH-sol Fr).,,,,,
24462668,"Detailed structural analysis of the RE oligosaccharides was performed using a combination of methylation analysis, MALDI-TOF-MS, ESI-QTOF-MS, ESI-MS(n) and enzymic analysis.",,,,,
24462668,"Analysis of RE oligosaccharides, both 2AB labelled (from W-sol Fr) and glycosyl-alditol (from KOH-sol Fr), revealed that the RE glycosyl sequence of wheat endosperm AX comprises a linear (1→4)-β-D-Xylp backbone which may be mono-substituted with either an α-L-Araf residue at the reducing end β-D-Xylp residue and/or penultimate RE β-D-Xyl residue; β-D-Xylp-(1→4)-[α-L-Araf-(1→3)](+/-)-β-D-Xylp-(1→4)-[α-L-Araf-(1→3)](+/-)-β-D-Xylp and/or an α-D-GlcpA residue at the reducing end β-D-Xylp residue; β-D-Xylp-(1→4)-[α-L-Araf-(1→3)](+/-)-β-D-Xylp-(1→4)-[α-D-GlcAp-(1→2)]-β-D-Xylp.",,,,,
24462668,"Thus, wheat endosperm AX backbones lacks the RE sequence found in dicot and gymnosperm xylans; a finding consistent with previous reports from other grass species.",,,,,
25525272,"Hsp60, an essential oligomeric molecular mitochondrial chaperone, has been subject to rigorous basic and clinical research.",,,,,
25525272,"With yeast as a model system, we provide evidence for the ability of cytosolic yHsp60 to inhibit the yeast proteasome.",,,,,
25525272,"(i) Following biological turnover of murine Bax (a proteasome substrate), we show that co-expression of cytosolic yHsp60 stabilizes Bax, enhances its association with mitochondria, and enhances its killing capacity.",,,,,
25525272,(ii) Expression of yHsp60 in the yeast cytosol (yHsp60c) inhibits degradation of a cytosolic protein ΔMTS-Aco1 tagged with the degron SL17 (a ubiquitin-proteasome substrate).,,,,,
25525272,(iii) Conditions under which Hsp60 accumulates in the cytosol (elevated Hsp60c or growth at 37 °C) correlate with reduced 20 S peptidase activity in proteasomes purified from cell extracts.,,,,,
25525272,(iv) Elevated yHsp60 in the cytosol correlate with accumulation of polyubiquitinated proteins.,,,,,
25525272,"(v) According to 20 S proteasome pulldown experiments, Hsp60 is physically associated with proteasomes in extracts of cells expressing Hsp60c or grown at 37 °C.",,,,,
25525272,"Even mutant Hsp60 proteins, lacking chaperone activity, were still capable of proteasome inhibition.",,,,,
25525272,The results support the hypothesis that localization of Hsp60 to the cytosol may modulate proteasome activity according to cell need.,,,,,
9111133,The blood group antigens have been dismissed by some researchers as merely 'icing on the cake' of glycoprotein structures.,,,,,
9111133,"The fact that there are no lethal mutations and individuals have been described lacking ABO, H and Lewis antigens seems to lend weight to the argument.",,,,,
9111133,"This paper reviews the research which suggests that these antigens do indeed have function and argues that blood group antigens play important roles in modulation of protein activity, infection and cancer.",,,,,
9111133,It explores the evidence and poses questions as to the relevance and implications of the results.,,,,,
22549782,"Duchenne muscular dystrophy (DMD) is a genetic disorder caused by dystrophin mutations, characterized by chronic inflammation and severe muscle wasting.",,,,,
22549782,"Dystrophic muscles exhibit activated immune cell infiltrates, up-regulated inflammatory gene expression, and increased NF-κB activity, but the contribution of the skeletal muscle cell to this process has been unclear.",,,,,
22549782,The aim of this work was to study the pathways that contribute to the increased resting calcium ([Ca(2+)](rest)) observed in mdx myotubes and its possible link with up-regulation of NF-κB and pro-inflammatory gene expression in dystrophic muscle cells.,,,,,
22549782,"[Ca(2+)](rest) was higher in mdx than in WT myotubes (308 ± 6 versus 113 ± 2 nm, p < 0.001).",,,,,
22549782,"In mdx myotubes, both the inhibition of Ca(2+) entry (low Ca(2+) solution, Ca(2+)-free solution, and Gd(3+)) and blockade of either ryanodine receptors or inositol 1,4,5-trisphosphate receptors reduced [Ca(2+)](rest).",,,,,
22549782,Basal activity of NF-κB was significantly up-regulated in mdx versus WT myotubes.,,,,,
22549782,"There was an increased transcriptional activity and p65 nuclear localization, which could be reversed when [Ca(2+)](rest) was reduced.",,,,,
22549782,"Levels of mRNA for TNFα, IL-1β, and IL-6 were similar in WT and mdx myotubes, whereas inducible nitric-oxide synthase (iNOS) expression was increased 5-fold.",,,,,
22549782,Reducing [Ca(2+)](rest) using different strategies reduced iNOS gene expression presumably as a result of decreased activation of NF-κB.,,,,,
22549782,"We propose that NF-κB, modulated by increased [Ca(2+)](rest), is constitutively active in mdx myotubes, and this mechanism can account for iNOS overexpression and the increase in reactive nitrogen species that promote damage in dystrophic skeletal muscle cells.",,,,,
10681541,A checkpoint operating in the G(2) phase of the cell cycle prevents entry into mitosis in the presence of DNA damage.,,,,,
10681541,"UCN-01, a protein kinase inhibitor currently undergoing clinical trials for cancer treatment, abrogates G(2) checkpoint function and sensitizes p53-defective cancer cells to DNA-damaging agents.",,,,,
10681541,"In most species, the G(2) checkpoint prevents the Cdc25 phosphatase from removing inhibitory phosphate groups from the mitosis-promoting kinase Cdc2.",,,,,
10681541,This is accomplished by maintaining Cdc25 in a phosphorylated form that binds 14-3-3 proteins.,,,,,
10681541,"The checkpoint kinases, Chk1 and Cds1, are proposed to regulate the interactions between human Cdc25C and 14-3-3 proteins by phosphorylating Cdc25C on serine 216.",,,,,
10681541,"14-3-3 proteins, in turn, function to keep Cdc25C out of the nucleus.",,,,,
10681541,Here we report that UCN-01 caused loss of both serine 216 phosphorylation and 14-3-3 binding to Cdc25C in DNA-damaged cells.,,,,,
10681541,"In addition, UCN-01 potently inhibited the ability of Chk1 to phosphorylate Cdc25C in vitro.",,,,,
10681541,"In contrast, Cds1 was refractory to inhibition by UCN-01 in vitro, and Cds1 was still phosphorylated in irradiated cells treated with UCN-01.",,,,,
10681541,"Thus, neither Cds1 nor kinases upstream of Cds1, such as ataxia telangiectasia-mutated, are targets of UCN-01 action in vivo.",,,,,
10681541,Taken together our results identify the Chk1 kinase and the Cdc25C pathway as potential targets of G(2) checkpoint abrogation by UCN-01.,,,,,
28982538,Late embryogenesis abundant (LEA) proteins are highly hydrophilic proteins with key roles in environmental stress responses.,,,,,
28982538,"In this study, we performed the first survey of the LEA proteome in seedling leaves from two wheat genotypes subjected to drought stress, i.e., Shaanhe 6 (SH, drought-tolerant) and Zhengyin 1 (ZY, drought-sensitive).",,,,,
